Ticker,IQ_PE_EXCL,IQ_PE_NORMALIZED,IQ_PBV,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_DEBT_CAPITAL,IQ_NI_MARGIN,IQ_NI_NORM_MARGIN,IQ_RETURN_COMMON_EQUITY,IQ_RETURN_ASSETS,IQ_BETA_2YR,IQ_BETA_5YR,IQ_MarketCap,predictions
BWA,11.90419,13.16643,2.00841,47.2258,32.0771,7.4214,6.7011,17.7323,7.4326,1.26967,1.85058,9071.23999,0
KIM,28.33665,37.97428,1.82438,108.1246,51.9518,33.9461,20.4378,6.1226,2.5121,0.69111,0.57617,8795.103290000001,5
DVN,7.90433,11.24797,1.36781,69.6728,41.063,15.1062,9.1652,16.3471,6.4803,1.47409,2.38546,8995.622,0
IPG,13.40432,15.06989,3.52425,197.5525,66.3924,7.5913,6.7705,28.3618,4.7258,1.14029,1.10958,8797.64135,0
ABMD,39.50088,55.12973,8.63387,1.2812,1.265,26.9195,19.2828,24.7495,15.4357,1.7911,0.32536,8076.8941700000005,2
FTI,22.610205,80.14612,0.84284,47.9802,32.4234,-17.3813,0.8192,-19.7564,2.3401,1.42944,1.70525,8646.232590000001,0
ZION,11.63516,13.75941,1.21982,91.9962,49.5477,30.6566,24.7144,11.8018,1.2531,1.11304,1.57713,8495.06671,4
ALK,13.88573,14.45389,1.9808,78.857,44.0894,7.0906,6.8106,15.1933,5.0678,0.85481,0.78655,8220.59445,0
FFIV,19.49153,24.34186,4.7293,91.9962,49.5477,19.0744,15.2841,28.0758,10.9605,0.92931,1.04496,8560.99418,0
RL,19.76607,19.0981,2.85921,97.0277,49.2457,7.0808,7.3244,14.1414,6.7823,0.93142,0.9199,8329.43007,0
UAA,76.43898,77.32589,3.97511,60.3589,37.6399,2.1407,2.1278,5.3688,2.9296,1.69652,0.53412,8283.19064,0
XRX,13.32282,13.18084,1.70345,101.0784,50.2681,7.2821,7.3309,13.1036,4.3564,1.64871,1.79425,7895.195290000001,0
HFC,10.20369,11.4368,1.35957,44.6903,30.8868,4.8924,4.348,14.1658,7.8134,1.11336,1.4367,8026.209129999999,0
NWL,22.610205,68.4966,1.94892,168.2355,62.7193,-5.7665,1.4405,-8.1828,1.7297,0.95708,1.04797,8061.536,0
JNPR,22.76511,26.92823,1.76068,40.7397,28.9468,8.3471,7.0629,7.9369,3.5384,0.95602,0.9884,8036.31627,0
AIZ,31.55896,25.99094,1.41355,65.013,39.3987,2.8964,3.2859,4.8067,0.8989,0.7839,0.49168,7899.02984,5
AIV,23.00482,27.677715,4.5928,230.5249,69.745,38.2689,-1.7391,18.2416,1.8292,0.53085,0.49039,7672.02787,5
NWSA,22.610205,36.09398,0.89156,29.2705,22.6428,-1.7492,2.1663,-1.9248,1.7796,1.00375,1.47341,7876.582259999999,0
AOS,19.4656,24.6415,4.60814,22.4006,18.3011,13.2599,10.4647,23.7369,10.4811,1.13061,1.47581,7424.85678,0
IVZ,14.36787,8.1702,0.79694,18.5799,15.6686,10.0079,15.6358,5.3811,2.3634,1.29379,1.5579,7757.04632,0
IPGP,29.38622,35.31025,3.16373,2.9025,2.8206,19.45,16.1911,11.3492,7.8508,1.56036,2.17798,7357.6309,4
PNR,21.82194,28.23504,4.02873,64.2925,39.1329,11.9218,9.2268,18.8316,7.1705,1.12945,1.15683,7648.231409999999,0
PVH,11.8713,14.64592,1.25214,84.088,45.6781,6.5705,5.3227,11.03,4.4845,1.32732,1.50201,7478.22749,0
APA,22.610205,27.677715,1.19293,102.4938,50.6157,-15.3132,-1.0869,-13.7712,1.5944,1.44668,1.91222,8002.05219,0
KSS,10.85975,11.47766,1.38236,113.9682,53.264,3.4961,3.287,12.9163,5.3002,0.97999,1.02682,7468.28888,0
PBCT,12.63112,16.02966,0.94115,91.9962,49.5477,29.8957,22.9251,7.9626,1.0727,1.10201,1.24085,7316.36125,4
MOS,22.610205,23.57881,0.71792,47.3203,32.1207,-0.3646,3.3365,-0.332,2.4801,1.38633,1.61476,6901.0555,0
FLIR,27.50137,39.75235,3.83936,42.0086,29.5817,14.5376,10.0143,14.0875,6.541,0.83599,1.16491,7043.03618,0
NLSN,22.610205,19.44958,3.3286,383.3404,79.3106,-19.4586,5.6999,-40.7647,4.0835,0.99129,0.90911,6984.555420000001,0
PRGO,28.93694,42.47055,1.23579,60.7751,37.8013,5.2337,3.5643,4.3175,2.1861,1.58437,1.46787,7324.0572,0
TPR,13.67324,14.71266,2.28181,126.2593,55.8029,9.0126,8.3592,16.9186,7.0792,0.93921,1.03514,7124.65835,0
LEG,23.90868,28.30471,5.56406,191.5657,65.7024,6.4456,5.4403,24.7862,7.128,1.03587,1.11391,6784.12403,0
SLG,40.98256,68.45991,1.29495,97.6817,49.4136,16.6989,9.1531,3.0781,1.8301,0.82619,1.08155,7172.27292,5
ALB,11.95536,15.04137,1.77706,51.4712,33.9808,16.2689,12.9384,15.5438,5.9825,1.16991,1.65207,6963.18928,0
RHI,15.36405,17.87681,6.10012,24.4755,19.6629,7.5623,6.5031,40.8014,17.8603,1.2061,1.33258,6944.23677,0
COG,8.42712,10.66546,2.96327,56.8038,36.226,36.9118,29.1714,37.5685,15.4598,0.65324,0.4683,6526.79477,2
FLS,25.62224,27.73559,3.60965,87.1217,46.5588,6.3925,5.9156,14.7125,5.6772,1.65406,1.7165,6310.07634,0
GPS,7.59118,7.62782,1.66998,215.5476,68.309,4.9657,4.9595,22.929,7.503,0.6182,0.71315,6036.25112,5
UNM,5.90845,7.43756,0.62672,36.8661,26.9359,8.8914,7.0683,11.6056,1.4631,1.3082,1.60358,6227.2452299999995,0
SEE,16.33846,19.03471,3.26712,91.9962,108.2387,7.5539,6.6754,15.1807,8.0808,0.77162,1.01879,5987.48504,0
JWN,10.79572,13.08057,6.84996,565.4524,84.9726,3.5681,2.9452,53.7487,5.4434,0.80146,0.67138,6028.480479999999,0
CPRI,17.21312,13.02668,2.40407,189.3864,65.4441,6.0502,7.978,14.701,7.9598,1.04848,0.87875,5777.3119799999995,0
PWR,17.59448,15.46171,1.47503,55.7052,35.776,2.8131,3.2036,8.8151,4.916,1.32266,1.23382,5718.8099600000005,0
HOG,14.41444,15.64772,3.06337,406.7512,80.2664,7.5548,6.9365,20.5873,3.6999,1.3102,1.16598,5725.60744,0
HBI,9.36178,11.85636,4.40022,352.8994,77.92,8.3452,6.6024,55.4876,7.8118,1.13004,1.14789,5418.22296,0
LB,13.42394,7.97846,3.26712,91.9962,115.6609,2.8026,4.7333,15.1807,9.1215,1.089,0.80043,4783.01193,0
ADS,7.7535,7.93874,3.24169,1506.3731,93.7747,6.0367,8.9216,37.1848,3.0072,1.25475,1.65361,4858.0084,0
XEC,9.67856,9.83272,1.23038,57.385,36.4615,21.1316,20.3237,13.9192,7.2965,1.23081,1.38444,4711.13803,4
HRB,11.00175,15.07386,3.26712,91.9962,103.708,13.2779,10.1923,15.1807,14.4103,0.71447,0.22639,4494.563520000001,5
M,4.88744,7.01687,0.77288,123.8566,55.3285,3.7879,2.6425,16.4448,3.6939,0.97051,0.61618,4850.75516,0
HP,22.610205,34.84601,1.09945,11.9473,10.6723,-1.2026,4.556,-0.8484,2.2949,1.23314,1.6554,4510.2937600000005,0
AMG,22.610205,27.677715,1.38302,45.0103,31.0394,-7.0313,-7.8374,-4.7277,5.5756,1.39981,1.67197,4128.5142,0
TRIP,34.5442,32.72817,2.4557,10.2548,9.301,7.5111,7.9567,7.6375,5.1502,1.59181,1.30293,4033.30631,0
MAC,47.67352,48.15498,1.41882,187.4837,65.2154,8.2631,8.0652,2.8001,1.9067,0.71496,0.71824,3764.7024100000003,5
